"","estimation_error","taskisclosed","totalspenttime","activityafterdays","class"
"1",0,8,2,0,"good"
"2",0,8,2,0,"good"
"3",0,8,2,0,"good"
"4",0,8,2,0,"good"
"5",0,9,2,0,"good"
"6",0,9,2,0,"good"
"7",0,12,2,0,"medium"
"8",0,12,2,0,"medium"
"9",0,12,2,0,"medium"
"10",0,12,2,0,"medium"
"11",0,9,2,0,"good"
"12",0,9,2,0,"good"
"13",0,12,2,0,"medium"
"14",0,12,2,0,"medium"
"15",0,14,2,0,"medium"
"16",0,14,2,0,"medium"
"17",0,13,2,0,"medium"
"18",0,13,2,0,"medium"
"19",0,13,2,0,"medium"
"20",0,13,2,0,"medium"
"21",0,12,2,0,"medium"
"22",0,12,2,0,"medium"
"23",0,13,2,0,"medium"
"24",0,13,2,0,"medium"
"25",0,14,2,0,"medium"
"26",0,14,2,0,"medium"
"27",0,14,2,0,"medium"
"28",0,14,2,0,"medium"
"29",0,14,2,0,"medium"
"30",0,14,2,0,"medium"
"31",0,8,2,0,"good"
"32",0,8,2,0,"good"
"33",0,9,2,0,"good"
"34",0,9,2,0,"good"
"35",0,12,2,0,"medium"
"36",0,12,2,0,"medium"
"37",0,13,2,0,"medium"
"38",0,14,2,0,"medium"
"39",0,14,2,0,"medium"
"40",0,14,2,0,"medium"
"41",0,14,2,1,"medium"
"42",0,0,2,0,"good"
"43",0,0,2,0,"good"
"44",0,0,3,0,"good"
"45",0,0,3,0,"good"
"46",0,0,2,0,"good"
"47",0,0,2,0,"good"
"48",0,0,3,0,"good"
"49",0,0,3,0,"good"
"50",0,0,2,0,"good"
"51",0,0,3,0,"good"
"52",0,0,2,0,"good"
"53",0,0,3,0,"good"
"54",0,0,3,0,"good"
"55",0,0,3,1,"good"
"56",0,3,4,0,"good"
"57",0,3,4,0,"good"
"58",0,3,4,0,"good"
"59",0,3,4,0,"good"
"60",0,3,4,0,"good"
"61",0,3,4,0,"good"
"62",0,3,4,0,"good"
"63",0,3,4,0,"good"
"64",0,3,4,2,"good"
"65",0,3,4,0,"good"
"66",0,3,4,0,"good"
"67",0,3,4,0,"good"
"68",0,3,4,0,"good"
"69",0,1,3,0,"good"
"70",0,1,3,0,"good"
"71",0,3,4,0,"good"
"72",0,3,4,0,"good"
"73",0,1,3,0,"good"
"74",0,1,3,0,"good"
"75",0,1,3,0,"good"
"76",0,1,3,1,"good"
"77",0,3,4,0,"good"
"78",0,1,2,0,"good"
"79",0,1,2,0,"good"
"80",0,1,4,0,"good"
"81",0,1,4,2,"good"
"82",3,5,23,0,"good"
"83",3,5,23,0,"good"
"84",0,1,3,0,"good"
"85",0,1,3,0,"good"
"86",0,3,4,0,"good"
"87",0,3,4,0,"good"
"88",0,1,2,0,"good"
"89",0,3,4,0,"good"
"90",0,1,3,0,"good"
"91",0,1,4,0,"good"
"92",0,1,4,0,"good"
"93",0,1,4,0,"good"
"94",0,3,4,0,"good"
"95",0,3,4,0,"good"
"96",0,1,4,0,"good"
"97",0,1,4,0,"good"
"98",0,1,3,0,"good"
"99",0,1,3,0,"good"
"100",0,14,2,0,"medium"
"101",0,14,2,0,"medium"
"102",0,14,2,0,"medium"
"103",0,14,2,0,"medium"
"104",0,14,2,0,"medium"
"105",0,14,2,0,"medium"
"106",0,14,2,0,"medium"
"107",0,14,2,0,"medium"
"108",0,14,2,0,"medium"
"109",0,14,2,0,"medium"
"110",0,12,2,0,"medium"
"111",0,12,2,0,"medium"
"112",0,12,2,0,"medium"
"113",0,12,2,0,"medium"
"114",0,13,2,0,"medium"
"115",0,13,2,0,"medium"
"116",0,0,4,0,"good"
"117",0,0,4,0,"good"
"118",0,0,3,0,"good"
"119",0,0,3,0,"good"
"120",0,0,4,0,"good"
"121",0,0,3,0,"good"
"122",0,0,4,0,"good"
"123",0,0,4,0,"good"
"124",0,0,4,0,"good"
"125",0,0,4,0,"good"
"126",0,0,4,0,"good"
"127",0,0,4,0,"good"
"128",0,1,4,0,"good"
"129",0,0,4,0,"good"
"130",0,0,3,0,"good"
"131",0,0,4,0,"good"
"132",0,0,4,0,"good"
"133",0,1,3,0,"good"
"134",0,3,4,1,"good"
"135",3,5,23,4,"good"
"136",3,5,23,0,"good"
"137",3,5,23,0,"good"
"138",3,5,23,1,"good"
"139",0,1,2,0,"good"
"140",0,1,2,0,"good"
"141",0,2,2,0,"good"
"142",0,2,2,0,"good"
"143",0,2,4,0,"good"
"144",0,2,4,1,"good"
"145",0,1,3,0,"good"
"146",0,1,3,0,"good"
"147",0,2,2,0,"good"
"148",0,2,2,0,"good"
"149",0,2,3,0,"good"
"150",0,2,3,0,"good"
"151",0,5,4,0,"good"
"152",0,5,4,0,"good"
"153",0,5,4,0,"good"
"154",0,5,4,2,"good"
"155",0,5,4,0,"good"
"156",0,5,4,0,"good"
"157",0,4,4,0,"good"
"158",0,4,4,0,"good"
"159",0,4,4,0,"good"
"160",0,5,4,0,"good"
"161",0,5,12,0,"good"
"162",0,5,12,3,"good"
"163",0,5,12,0,"good"
"164",0,5,12,0,"good"
"165",0,5,12,0,"good"
"166",0,4,4,0,"good"
"167",0,4,4,0,"good"
"168",0,5,4,0,"good"
"169",0,5,4,0,"good"
"170",0,5,4,0,"good"
"171",0,5,4,0,"good"
"172",0,2,3,0,"good"
"173",0,2,3,0,"good"
"174",0,2,2,0,"good"
"175",0,2,2,0,"good"
"176",0,1,3,0,"good"
"177",0,1,3,0,"good"
"178",0,14,2,0,"medium"
"179",0,14,2,0,"medium"
"180",0,2,2,0,"good"
"181",0,2,2,0,"good"
"182",0,2,4,0,"good"
"183",0,2,4,0,"good"
"184",0,1,2,0,"good"
"185",0,1,2,0,"good"
"186",0,1,3,0,"good"
"187",0,1,3,0,"good"
"188",0,13,2,0,"medium"
"189",0,13,2,0,"medium"
"190",0,13,2,0,"medium"
"191",0,13,2,0,"medium"
"192",0,12,2,0,"medium"
"193",0,12,2,0,"medium"
"194",0,12,2,0,"medium"
"195",0,12,2,0,"medium"
"196",0,9,2,0,"good"
"197",0,9,2,0,"good"
"198",0,9,2,0,"good"
"199",0,9,2,0,"good"
"200",0,8,2,0,"good"
"201",0,8,2,0,"good"
"202",0,8,2,0,"good"
"203",0,8,2,0,"good"
"204",0,14,2,0,"medium"
"205",0,14,2,0,"medium"
"206",0,14,2,0,"medium"
"207",0,14,2,0,"medium"
"208",0,13,2,0,"medium"
"209",0,13,2,0,"medium"
"210",0,14,2,0,"medium"
"211",0,14,2,0,"medium"
"212",0,12,2,0,"medium"
"213",0,12,2,0,"medium"
"214",0,12,2,0,"medium"
"215",0,12,2,0,"medium"
"216",0,1,5,0,"good"
"217",0,1,5,0,"good"
"218",0,1,5,0,"good"
"219",0,1,5,0,"good"
"220",0,1,5,1,"good"
"221",0,2,5,0,"good"
"222",0,2,5,0,"good"
"223",0,2,5,0,"good"
"224",0,5,4,0,"good"
"225",0,5,4,0,"good"
"226",0,5,4,0,"good"
"227",0,5,4,0,"good"
"228",0,2,3,0,"good"
"229",0,2,3,0,"good"
"230",0,2,2,0,"good"
"231",0,2,2,0,"good"
"232",0,4,4,0,"good"
"233",0,4,4,0,"good"
"234",0,5,4,0,"good"
"235",0,5,4,1,"good"
"236",0,12,2,0,"medium"
"237",0,12,2,0,"medium"
"238",0,12,2,0,"medium"
"239",0,12,2,0,"medium"
"240",0,14,2,0,"medium"
"241",0,14,2,0,"medium"
"242",0,13,2,0,"medium"
"243",0,13,2,0,"medium"
"244",0,14,2,0,"medium"
"245",0,14,2,0,"medium"
"246",0,14,2,0,"medium"
"247",0,14,2,0,"medium"
"248",0,8,2,0,"good"
"249",0,8,2,0,"good"
"250",0,8,2,0,"good"
"251",0,8,2,0,"good"
"252",0,9,2,0,"good"
"253",0,9,2,0,"good"
"254",0,9,2,0,"good"
"255",0,9,2,0,"good"
"256",0,12,2,0,"medium"
"257",0,12,2,0,"medium"
"258",0,12,2,0,"medium"
"259",0,12,2,0,"medium"
"260",0,13,2,0,"medium"
"261",0,13,2,0,"medium"
"262",0,13,2,0,"medium"
"263",0,13,2,0,"medium"
"264",0,1,3,0,"good"
"265",0,1,3,0,"good"
"266",0,1,2,0,"good"
"267",0,1,2,0,"good"
"268",0,2,4,0,"good"
"269",0,2,4,0,"good"
"270",0,2,2,0,"good"
"271",0,2,2,0,"good"
"272",0,14,2,0,"medium"
"273",0,14,2,0,"medium"
"274",0,4,4,0,"good"
"275",0,4,4,0,"good"
"276",0,5,4,0,"good"
"277",0,5,4,0,"good"
"278",0,2,2,0,"good"
"279",0,2,2,0,"good"
"280",0,2,3,0,"good"
"281",0,2,3,0,"good"
"282",0,5,4,0,"good"
"283",0,5,4,0,"good"
"284",0,5,4,0,"good"
"285",0,5,4,0,"good"
"286",0,5,12,0,"good"
"287",0,5,12,0,"good"
"288",0,2,5,0,"good"
"289",0,2,5,0,"good"
"290",0,2,4,0,"good"
"291",0,2,4,0,"good"
"292",0,2,2,0,"good"
"293",0,2,2,0,"good"
"294",0,2,3,0,"good"
"295",0,2,3,1,"good"
"296",0,2,5,0,"good"
"297",0,2,5,0,"good"
"298",0,5,12,0,"good"
"299",0,5,12,0,"good"
"300",0,5,4,0,"good"
"301",0,5,4,0,"good"
"302",0,5,4,0,"good"
"303",0,5,4,0,"good"
"304",0,2,3,0,"good"
"305",0,2,3,0,"good"
"306",0,2,2,0,"good"
"307",0,2,2,0,"good"
"308",0,5,4,0,"good"
"309",0,5,4,0,"good"
"310",0,4,4,0,"good"
"311",0,4,4,0,"good"
"312",0,14,2,0,"medium"
"313",0,14,2,0,"medium"
"314",0,2,2,0,"good"
"315",0,2,2,0,"good"
"316",0,2,4,0,"good"
"317",0,2,4,0,"good"
"318",0,1,3,0,"good"
"319",0,1,3,0,"good"
"320",0,1,2,0,"good"
"321",0,1,2,0,"good"
"322",0,13,2,0,"medium"
"323",0,13,2,0,"medium"
"324",0,13,2,0,"medium"
"325",0,13,2,0,"medium"
"326",0,12,2,0,"medium"
"327",0,12,2,0,"medium"
"328",0,12,2,0,"medium"
"329",0,12,2,0,"medium"
"330",0,9,2,0,"good"
"331",0,9,2,0,"good"
"332",0,9,2,0,"good"
"333",0,9,2,0,"good"
"334",0,8,2,0,"good"
"335",0,8,2,0,"good"
"336",0,8,2,0,"good"
"337",0,8,2,0,"good"
"338",0,14,2,0,"medium"
"339",0,14,2,0,"medium"
"340",0,14,2,0,"medium"
"341",0,14,2,0,"medium"
"342",0,13,2,0,"medium"
"343",0,13,2,0,"medium"
"344",0,14,2,0,"medium"
"345",0,14,2,0,"medium"
"346",0,12,2,0,"medium"
"347",0,12,2,0,"medium"
"348",0,12,2,0,"medium"
"349",0,12,2,0,"medium"
"350",0,2,3,0,"good"
"351",0,2,3,0,"good"
"352",0,2,2,0,"good"
"353",0,3,2,0,"good"
"354",0,3,3,0,"good"
"355",0,3,3,0,"good"
"356",0,2,4,0,"good"
"357",0,2,4,1,"good"
"358",0,4,4,0,"good"
"359",0,4,4,0,"good"
"360",0,4,4,0,"good"
"361",0,3,3,0,"good"
"362",0,3,2,0,"good"
"363",0,3,3,0,"good"
"364",0,3,3,0,"good"
"365",0,3,2,0,"good"
"366",0,3,2,0,"good"
"367",0,3,3,0,"good"
"368",0,3,3,0,"good"
"369",0,3,3,0,"good"
"370",0,3,3,0,"good"
"371",0,3,3,0,"good"
"372",0,3,3,0,"good"
"373",0,3,3,0,"good"
"374",0,3,2,0,"good"
"375",0,3,7,0,"good"
"376",0,3,7,0,"good"
"377",0,3,7,3,"good"
"378",0,2,5,0,"good"
"379",0,2,5,0,"good"
"380",0,5,12,0,"good"
"381",0,5,12,0,"good"
"382",0,5,4,0,"good"
"383",0,5,4,0,"good"
"384",0,5,4,0,"good"
"385",0,5,4,0,"good"
"386",0,2,3,0,"good"
"387",0,2,3,0,"good"
"388",0,2,2,0,"good"
"389",0,2,2,0,"good"
"390",0,5,4,0,"good"
"391",0,5,4,0,"good"
"392",0,4,4,0,"good"
"393",0,4,4,0,"good"
"394",0,14,2,0,"medium"
"395",0,14,2,0,"medium"
"396",0,2,2,0,"good"
"397",0,2,2,0,"good"
"398",0,2,4,0,"good"
"399",0,2,4,0,"good"
"400",0,1,2,0,"good"
"401",0,1,2,0,"good"
"402",0,1,3,0,"good"
"403",0,1,3,0,"good"
"404",0,13,2,0,"medium"
"405",0,13,2,0,"medium"
"406",0,13,2,0,"medium"
"407",0,13,2,0,"medium"
"408",0,12,2,0,"medium"
"409",0,12,2,0,"medium"
"410",0,12,2,0,"medium"
"411",0,12,2,0,"medium"
"412",0,9,2,0,"good"
"413",0,9,2,0,"good"
"414",0,9,2,0,"good"
"415",0,9,2,0,"good"
"416",0,8,2,0,"good"
"417",0,8,2,0,"good"
"418",0,8,2,0,"good"
"419",0,8,2,0,"good"
"420",0,14,2,0,"medium"
"421",0,14,2,0,"medium"
"422",0,14,2,0,"medium"
"423",0,14,2,0,"medium"
"424",0,14,2,0,"medium"
"425",0,14,2,0,"medium"
"426",0,13,2,0,"medium"
"427",0,13,2,0,"medium"
"428",0,12,2,0,"medium"
"429",0,12,2,0,"medium"
"430",0,12,2,0,"medium"
"431",0,12,2,0,"medium"
"432",0,3,7,0,"good"
"433",0,3,7,0,"good"
"434",0,4,4,0,"good"
"435",0,4,4,0,"good"
"436",0,0,2,0,"good"
"437",0,0,3,0,"good"
"438",0,0,3,0,"good"
"439",0,1,3,0,"good"
"440",0,1,3,0,"good"
"441",0,0,2,0,"good"
"442",0,1,2,0,"good"
"443",0,1,2,0,"good"
"444",0,3,2,0,"good"
"445",0,3,2,2,"good"
"446",0,1,3,0,"good"
"447",0,1,3,0,"good"
"448",0,1,2,0,"good"
"449",0,1,2,0,"good"
"450",0,0,3,0,"good"
"451",0,0,3,0,"good"
"452",0,0,2,0,"good"
"453",0,0,2,0,"good"
"454",0,2,5,0,"good"
"455",0,2,5,0,"good"
"456",0,5,12,0,"good"
"457",0,5,12,0,"good"
"458",0,5,4,0,"good"
"459",0,5,4,0,"good"
"460",0,5,4,0,"good"
"461",0,5,4,0,"good"
"462",0,2,3,0,"good"
"463",0,2,3,0,"good"
"464",0,2,2,0,"good"
"465",0,2,2,0,"good"
"466",0,4,4,0,"good"
"467",0,4,4,0,"good"
"468",0,5,4,0,"good"
"469",0,5,4,0,"good"
"470",0,2,4,0,"good"
"471",0,2,4,0,"good"
"472",0,2,2,0,"good"
"473",0,2,2,0,"good"
"474",0,14,2,0,"medium"
"475",0,14,2,0,"medium"
"476",0,1,3,0,"good"
"477",0,1,3,0,"good"
"478",0,1,2,0,"good"
"479",0,1,2,0,"good"
"480",0,13,2,0,"medium"
"481",0,13,2,0,"medium"
"482",0,13,2,0,"medium"
"483",0,13,2,0,"medium"
"484",0,12,2,0,"medium"
"485",0,12,2,0,"medium"
"486",0,12,2,0,"medium"
"487",0,12,2,0,"medium"
"488",0,9,2,0,"good"
"489",0,9,2,0,"good"
"490",0,9,2,0,"good"
"491",0,9,2,0,"good"
"492",0,8,2,0,"good"
"493",0,8,2,0,"good"
"494",0,8,2,0,"good"
"495",0,8,2,0,"good"
"496",0,14,2,0,"medium"
"497",0,14,2,0,"medium"
"498",0,14,2,0,"medium"
"499",0,14,2,0,"medium"
"500",0,13,2,0,"medium"
"501",0,13,2,0,"medium"
"502",0,14,2,0,"medium"
"503",0,14,2,0,"medium"
"504",0,12,2,0,"medium"
"505",0,12,2,0,"medium"
"506",0,12,2,0,"medium"
"507",0,12,2,0,"medium"
"508",0,0,6,0,"good"
"509",0,0,6,0,"good"
"510",0,0,6,0,"good"
"511",0,0,6,1,"good"
"512",2,5,0,0,"good"
"513",2,5,0,0,"good"
"514",0,12,2,0,"medium"
"515",0,12,2,0,"medium"
"516",0,12,2,0,"medium"
"517",0,12,2,0,"medium"
"518",0,14,2,0,"medium"
"519",0,14,2,0,"medium"
"520",0,13,2,0,"medium"
"521",0,13,2,0,"medium"
"522",0,14,2,0,"medium"
"523",0,14,2,0,"medium"
"524",0,14,2,0,"medium"
"525",0,14,2,0,"medium"
"526",0,8,2,0,"good"
"527",0,8,2,0,"good"
"528",0,8,2,0,"good"
"529",0,8,2,0,"good"
"530",0,9,2,0,"good"
"531",0,9,2,0,"good"
"532",0,9,2,0,"good"
"533",0,9,2,0,"good"
"534",0,12,2,0,"medium"
"535",0,12,2,0,"medium"
"536",0,12,2,0,"medium"
"537",0,12,2,0,"medium"
"538",0,13,2,0,"medium"
"539",0,13,2,0,"medium"
"540",0,13,2,0,"medium"
"541",0,13,2,0,"medium"
"542",0,1,3,0,"good"
"543",0,1,3,0,"good"
"544",0,1,2,0,"good"
"545",0,1,2,0,"good"
"546",0,2,2,0,"good"
"547",0,2,2,0,"good"
"548",0,14,2,0,"medium"
"549",0,14,2,0,"medium"
"550",0,4,4,0,"good"
"551",0,4,4,0,"good"
"552",0,2,2,0,"good"
"553",0,2,2,0,"good"
"554",0,5,4,0,"good"
"555",0,5,4,0,"good"
"556",0,5,12,0,"good"
"557",0,5,12,0,"good"
"558",0,0,2,0,"good"
"559",0,0,2,0,"good"
"560",0,1,2,0,"good"
"561",0,1,2,0,"good"
"562",0,3,2,0,"good"
"563",0,3,2,0,"good"
"564",0,1,3,0,"good"
"565",0,1,3,0,"good"
"566",0,3,2,0,"good"
"567",0,3,2,0,"good"
"568",0,1,2,0,"good"
"569",0,1,2,0,"good"
"570",0,0,3,0,"good"
"571",0,0,3,0,"good"
"572",0,0,2,0,"good"
"573",0,0,2,0,"good"
"574",0,2,5,0,"good"
"575",0,2,5,0,"good"
"576",0,5,12,0,"good"
"577",0,5,12,0,"good"
"578",0,5,4,0,"good"
"579",0,5,4,0,"good"
"580",0,5,4,0,"good"
"581",0,5,4,0,"good"
"582",0,2,3,0,"good"
"583",0,2,3,0,"good"
"584",0,2,2,0,"good"
"585",0,2,2,0,"good"
"586",0,5,4,0,"good"
"587",0,5,4,0,"good"
"588",0,4,4,0,"good"
"589",0,4,4,0,"good"
"590",0,2,4,0,"good"
"591",0,2,4,0,"good"
"592",0,2,2,0,"good"
"593",0,2,2,0,"good"
"594",0,14,2,0,"medium"
"595",0,14,2,0,"medium"
"596",0,1,2,0,"good"
"597",0,1,2,0,"good"
"598",0,1,3,0,"good"
"599",0,1,3,0,"good"
"600",0,13,2,0,"medium"
"601",0,13,2,0,"medium"
"602",0,13,2,0,"medium"
"603",0,13,2,0,"medium"
"604",0,12,2,0,"medium"
"605",0,12,2,0,"medium"
"606",0,12,2,0,"medium"
"607",0,12,2,0,"medium"
"608",0,9,2,0,"good"
"609",0,9,2,0,"good"
"610",0,9,2,0,"good"
"611",0,9,2,0,"good"
"612",0,8,2,0,"good"
"613",0,8,2,0,"good"
"614",0,8,2,0,"good"
"615",0,8,2,0,"good"
"616",0,14,2,0,"medium"
"617",0,14,2,0,"medium"
"618",0,14,2,0,"medium"
"619",0,14,2,0,"medium"
"620",0,13,2,0,"medium"
"621",0,13,2,0,"medium"
"622",0,14,2,0,"medium"
"623",0,14,2,0,"medium"
"624",0,12,2,0,"medium"
"625",0,12,2,0,"medium"
"626",0,12,2,0,"medium"
"627",0,12,2,0,"medium"
"628",0,13,2,0,"medium"
"629",0,13,2,0,"medium"
"630",0,12,2,0,"medium"
"631",0,12,2,0,"medium"
"632",0,12,2,0,"medium"
"633",0,12,2,0,"medium"
"634",0,9,2,0,"good"
"635",0,9,2,0,"good"
"636",0,9,2,0,"good"
"637",0,9,2,0,"good"
"638",0,8,2,0,"good"
"639",0,8,2,0,"good"
"640",0,8,2,0,"good"
"641",0,8,2,0,"good"
"642",0,14,2,0,"medium"
"643",0,14,2,0,"medium"
"644",0,14,2,0,"medium"
"645",0,14,2,0,"medium"
"646",0,14,2,0,"medium"
"647",0,14,2,0,"medium"
"648",0,13,2,0,"medium"
"649",0,13,2,0,"medium"
"650",0,12,2,0,"medium"
"651",0,12,2,0,"medium"
"652",0,12,2,0,"medium"
"653",0,12,2,0,"medium"
"654",0,0,3,0,"good"
"655",0,0,3,0,"good"
"656",0,3,2,0,"good"
"657",0,3,2,0,"good"
"658",0,3,2,0,"good"
"659",0,3,2,0,"good"
"660",0,12,2,0,"medium"
"661",0,12,2,0,"medium"
"662",0,12,2,0,"medium"
"663",0,12,2,0,"medium"
"664",0,0,3,0,"good"
"665",0,0,3,0,"good"
"666",0,13,2,0,"medium"
"667",0,13,2,0,"medium"
"668",0,14,2,0,"medium"
"669",0,14,2,0,"medium"
"670",0,14,2,0,"medium"
"671",0,14,2,0,"medium"
"672",0,2,4,0,"good"
"673",0,2,4,0,"good"
"674",0,9,2,0,"good"
"675",0,9,2,0,"good"
"676",0,9,2,0,"good"
"677",0,9,2,0,"good"
"678",0,13,2,0,"medium"
"679",0,13,2,0,"medium"
"680",0,0,3,0,"good"
"681",0,0,3,0,"good"
"682",0,12,2,0,"medium"
"683",0,12,2,0,"medium"
"684",0,12,2,0,"medium"
"685",0,12,2,0,"medium"
"686",0,13,2,0,"medium"
"687",0,13,2,0,"medium"
"688",0,13,2,0,"medium"
"689",0,13,2,0,"medium"
"690",0,1,3,0,"good"
"691",0,1,3,0,"good"
"692",0,1,2,0,"good"
"693",0,1,2,0,"good"
"694",0,8,2,0,"good"
"695",0,8,2,0,"good"
"696",0,8,2,0,"good"
"697",0,8,2,0,"good"
"698",0,13,2,0,"medium"
"699",0,13,2,0,"medium"
"700",0,0,3,0,"good"
"701",0,0,3,0,"good"
"702",0,14,2,0,"medium"
"703",0,14,2,0,"medium"
"704",0,4,4,0,"good"
"705",0,4,4,0,"good"
"706",0,5,4,0,"good"
"707",0,5,4,0,"good"
"708",0,2,2,0,"good"
"709",0,2,2,0,"good"
"710",0,2,2,0,"good"
"711",0,2,2,0,"good"
"712",0,2,3,0,"good"
"713",0,2,3,0,"good"
"714",0,8,2,0,"good"
"715",0,8,2,0,"good"
"716",0,13,2,0,"medium"
"717",0,13,2,0,"medium"
"718",0,0,3,0,"good"
"719",0,0,3,0,"good"
"720",0,14,2,0,"medium"
"721",0,14,2,0,"medium"
"722",0,5,4,0,"good"
"723",0,5,4,0,"good"
"724",0,2,2,0,"good"
"725",0,2,2,0,"good"
"726",0,5,4,0,"good"
"727",0,5,4,0,"good"
"728",0,8,2,0,"good"
"729",0,8,2,0,"good"
"730",0,13,2,0,"medium"
"731",0,13,2,0,"medium"
"732",0,0,3,0,"good"
"733",0,0,3,0,"good"
"734",0,5,12,0,"good"
"735",0,5,12,0,"good"
"736",0,2,5,0,"good"
"737",0,2,5,0,"good"
"738",0,8,2,0,"good"
"739",0,8,2,0,"good"
"740",0,13,2,0,"medium"
"741",0,13,2,0,"medium"
"742",0,0,3,0,"good"
"743",0,0,3,0,"good"
"744",0,1,2,0,"good"
"745",0,1,2,0,"good"
"746",0,0,2,0,"good"
"747",0,0,2,0,"good"
"748",0,0,3,0,"good"
"749",0,0,3,0,"good"
"750",0,1,3,0,"good"
"751",0,1,3,0,"good"
"752",0,8,2,0,"good"
"753",0,8,2,0,"good"
"754",0,13,2,0,"medium"
"755",0,13,2,0,"medium"
"756",0,3,2,0,"good"
"757",0,3,2,0,"good"
"758",0,8,2,0,"good"
"759",0,8,2,0,"good"
"760",0,1,3,0,"good"
"761",0,1,3,0,"good"
"762",0,3,2,0,"good"
"763",0,3,2,0,"good"
"764",0,13,2,0,"medium"
"765",0,13,2,0,"medium"
"766",0,2,2,0,"good"
"767",0,2,2,0,"good"
"768",0,0,3,0,"good"
"769",0,0,3,0,"good"
"770",0,3,2,0,"good"
"771",0,3,2,0,"good"
"772",0,3,2,0,"good"
"773",0,3,2,0,"good"
"774",0,1,2,0,"good"
"775",0,1,2,0,"good"
"776",0,2,5,0,"good"
"777",0,2,5,0,"good"
"778",0,14,2,0,"medium"
"779",0,14,2,0,"medium"
"780",0,5,4,0,"good"
"781",0,5,4,0,"good"
"782",0,5,4,0,"good"
"783",0,5,4,0,"good"
"784",0,2,3,0,"good"
"785",0,2,3,0,"good"
"786",0,2,2,0,"good"
"787",0,2,2,0,"good"
"788",0,0,3,0,"good"
"789",0,0,3,0,"good"
"790",0,4,4,0,"good"
"791",0,4,4,0,"good"
"792",0,0,2,0,"good"
"793",0,0,2,0,"good"
"794",0,5,12,0,"good"
"795",0,5,12,0,"good"
"796",0,5,4,0,"good"
"797",0,5,4,0,"good"
"798",0,4,4,0,"good"
"799",0,4,4,0,"good"
"800",0,14,2,0,"medium"
"801",0,14,2,0,"medium"
"802",0,8,2,0,"good"
"803",0,8,2,0,"good"
"804",0,8,2,0,"good"
"805",0,8,2,0,"good"
"806",0,8,2,0,"good"
"807",0,8,2,0,"good"
"808",0,14,2,0,"medium"
"809",0,14,2,0,"medium"
"810",0,8,2,0,"good"
"811",0,8,2,0,"good"
"812",0,14,2,0,"medium"
"813",0,14,2,0,"medium"
"814",0,8,2,0,"good"
"815",0,8,2,0,"good"
"816",0,9,2,0,"good"
"817",0,9,2,0,"good"
"818",0,9,2,0,"good"
"819",0,9,2,0,"good"
"820",0,2,4,0,"good"
"821",0,2,4,0,"good"
"822",0,1,2,0,"good"
"823",0,1,2,0,"good"
"824",0,1,3,0,"good"
"825",0,1,3,0,"good"
"826",0,13,2,0,"medium"
"827",0,13,2,0,"medium"
"828",0,13,2,0,"medium"
"829",0,13,2,0,"medium"
"830",0,12,2,0,"medium"
"831",0,12,2,0,"medium"
"832",0,12,2,0,"medium"
"833",0,12,2,0,"medium"
"834",0,12,2,0,"medium"
"835",0,12,2,0,"medium"
"836",0,12,2,0,"medium"
"837",0,12,2,0,"medium"
"838",0,14,2,0,"medium"
"839",0,14,2,0,"medium"
"840",0,14,2,0,"medium"
"841",0,14,2,0,"medium"
"842",0,12,2,0,"medium"
"843",0,12,2,0,"medium"
"844",0,12,2,0,"medium"
"845",0,12,2,0,"medium"
"846",0,1,3,0,"good"
"847",0,8,2,0,"good"
"848",0,14,2,0,"medium"
"849",0,8,2,0,"good"
"850",0,14,2,0,"medium"
"851",0,14,2,0,"medium"
"852",0,9,2,0,"good"
"853",0,9,2,0,"good"
"854",0,9,2,0,"good"
"855",0,12,2,0,"medium"
"856",0,12,2,0,"medium"
"857",0,13,2,0,"medium"
"858",0,2,4,0,"good"
"859",0,14,2,0,"medium"
"860",0,5,4,0,"good"
"861",0,5,4,0,"good"
"862",0,2,3,0,"good"
"863",0,5,12,0,"good"
"864",0,2,5,0,"good"
"865",0,5,4,0,"good"
"866",0,4,4,0,"good"
"867",0,0,3,0,"good"
"868",0,0,3,0,"good"
"869",0,1,3,0,"good"
"870",0,3,4,0,"good"
"871",0,3,4,0,"good"
"872",0,6,6,0,"good"
"873",0,6,6,0,"good"
"874",0,3,2,0,"good"
"875",0,3,2,0,"good"
"876",0,1,3,0,"good"
"877",0,13,2,0,"medium"
"878",0,8,2,0,"good"
"879",0,14,2,0,"medium"
"880",0,8,2,0,"good"
"881",0,13,2,0,"medium"
"882",0,12,2,0,"medium"
"883",0,14,2,0,"medium"
"884",0,12,2,0,"medium"
"885",0,14,2,0,"medium"
"886",0,9,2,0,"good"
"887",0,9,2,0,"good"
"888",0,12,2,0,"medium"
"889",0,1,2,0,"good"
"890",0,12,2,0,"medium"
"891",0,13,2,0,"medium"
"892",0,2,4,0,"good"
"893",0,14,2,0,"medium"
"894",0,2,2,0,"good"
"895",0,5,4,0,"good"
"896",0,5,4,0,"good"
"897",0,2,3,0,"good"
"898",0,2,2,0,"good"
"899",0,5,12,0,"good"
"900",0,2,5,0,"good"
"901",0,1,2,0,"good"
"902",0,5,4,0,"good"
"903",0,4,4,0,"good"
"904",0,0,2,0,"good"
"905",0,0,3,0,"good"
"906",0,0,3,0,"good"
"907",0,1,3,3,"good"
"908",0,3,4,0,"good"
"909",0,3,4,1,"good"
"910",0,0,4,0,"good"
"911",0,0,4,0,"good"
