"","estimation_error","taskisclosed","activityafterdays","class"
"2202",1,0,0,"good"
"2203",1,0,0,"good"
"2204",0,0,0,"good"
"2205",0,0,0,"good"
"2206",2,1,0,"good"
"2207",1,0,0,"good"
"2208",1,0,0,"good"
"2209",1,7,0,"good"
"2210",1,0,0,"good"
"2211",1,0,0,"good"
"2212",1,0,0,"good"
"2213",1,0,0,"good"
"2214",1,0,0,"good"
"2215",2,1,0,"good"
"2216",2,1,0,"good"
"2217",1,0,0,"good"
"2218",1,7,0,"good"
"2219",0,7,0,"good"
"2220",0,7,0,"good"
"2221",1,7,0,"good"
"2222",1,0,0,"good"
"2223",1,8,0,"good"
"2224",1,8,0,"good"
"2225",1,0,0,"good"
"2226",0,0,0,"good"
"2227",1,0,0,"good"
"2228",1,0,0,"good"
"2229",1,1,0,"good"
"2230",0,1,0,"good"
"2231",1,0,0,"good"
"2232",1,0,0,"good"
"2233",0,2,0,"good"
"2234",0,2,0,"good"
"2235",1,0,0,"good"
"2236",1,0,0,"good"
"2237",1,0,0,"good"
"2238",1,0,0,"good"
"2239",1,0,0,"good"
"2240",0,0,0,"good"
"2241",1,0,0,"good"
"2242",1,0,0,"good"
"2243",1,0,0,"good"
"2244",2,1,19,"medium"
"2245",4,0,0,"good"
"2246",4,0,0,"good"
"2247",6,0,0,"good"
"2248",6,0,0,"good"
"2249",6,0,0,"good"
"2250",4,0,7,"good"
"2251",12,6,0,"good"
"2252",6,2,0,"good"
"2253",6,2,0,"good"
"2254",12,6,3,"good"
"2255",6,2,0,"good"
"2256",12,6,4,"good"
"2257",1,0,0,"good"
"2258",1,0,0,"good"
"2259",6,0,0,"good"
"2260",6,0,0,"good"
"2261",2,0,0,"good"
"2262",2,0,0,"good"
"2263",12,6,0,"good"
"2264",6,0,0,"good"
"2265",1,0,0,"good"
"2266",2,0,8,"good"
"2267",36,8,9,"medium"
"2268",36,8,0,"medium"
"2269",36,8,17,"medium"
"2270",6,0,0,"good"
"2271",6,0,0,"good"
"2272",6,0,0,"good"
"2273",2,0,0,"good"
"2274",1,35,0,"medium"
"2275",1,35,0,"medium"
"3100",2,25,0,"medium"
"4100",2,12,0,"good"
"5100",2,10,0,"good"
"6100",2,3,1,"good"
"7100",0,3,4,"good"
"8100",0,1,1,"good"
"9100",2,19,1,"medium"
"10100",2,67,0,"bad"
"11100",0,3,1,"good"
"12100",2,52,0,"bad"
"13100",2,19,3,"medium"
"14100",2,14,0,"medium"
"15100",2,14,0,"medium"
"16100",2,14,0,"medium"
"17100",2,14,0,"medium"
"18100",2,14,0,"medium"
"19100",2,14,0,"medium"
"20100",2,14,0,"medium"
"21100",2,14,0,"medium"
"2276",2,14,0,"medium"
"2310",2,14,0,"medium"
"2410",2,14,0,"medium"
"2510",2,14,0,"medium"
"2610",0,70,0,"bad"
"2710",0,70,0,"bad"
"2810",0,75,0,"bad"
"2910",2,32,0,"medium"
"3010",0,75,0,"bad"
"3110",0,75,0,"bad"
"3210",2,63,0,"bad"
"3310",2,15,0,"medium"
"3410",2,49,0,"bad"
"3510",0,103,0,"bad"
"3610",0,92,0,"bad"
"3710",0,46,0,"bad"
"3810",2,18,0,"medium"
"3910",2,7,0,"good"
"4010",1,14,1,"medium"
"4110",2,12,0,"good"
"4210",2,12,0,"good"
"4310",2,12,0,"good"
"4410",2,12,0,"good"
"4510",2,12,0,"good"
"4610",2,12,1,"good"
"4710",2,1,1,"good"
"4810",2,1,0,"good"
"4910",2,12,0,"good"
"5010",2,1,0,"good"
"5110",2,15,0,"medium"
"5210",1,18,0,"medium"
"5310",2,13,0,"medium"
"5410",2,4,0,"good"
"5510",1.5,13,0,"medium"
"5610",2,13,0,"medium"
"5710",2,4,0,"good"
"5810",2,13,0,"medium"
"5910",1.5,13,0,"medium"
"6010",1.5,4,0,"good"
"6110",7,134,0,"bad"
"6210",0,134,0,"bad"
"6310",2,4,0,"good"
"6410",7,134,0,"bad"
"6510",2,4,0,"good"
"6610",0,134,1,"bad"
"6710",2,12,1,"good"
"6810",2,41,1,"bad"
"6910",2,0,0,"good"
"7010",2,1,0,"good"
"7110",2,1,0,"good"
"7210",2,1,0,"good"
"7310",2,1,0,"good"
"7410",2,1,0,"good"
"7510",1,1,0,"good"
"7610",1,1,0,"good"
"7710",1,1,0,"good"
"7810",0,21,0,"medium"
"7910",0,21,0,"medium"
"8010",0,1,0,"good"
"8110",0,1,0,"good"
"8210",0,1,0,"good"
"8310",0,1,0,"good"
"8410",0,1,0,"good"
"8510",0,1,0,"good"
"8610",0,1,0,"good"
"8710",0,1,0,"good"
"8810",0,1,0,"good"
"8910",0,1,0,"good"
"9010",0,1,0,"good"
"9110",0,1,0,"good"
"9210",0,1,0,"good"
"9310",1,1,0,"good"
"9410",0,1,0,"good"
"9510",2,57,0,"bad"
"9610",1.9,8,0,"good"
"9710",2,0,0,"good"
"9810",2,0,0,"good"
"9910",3,0,0,"good"
"10010",2,20,1,"medium"
"10110",2,4,0,"good"
"10210",1,0,0,"good"
"10310",0,34,0,"medium"
"10410",2,7,0,"good"
"10510",0,3,0,"good"
"10610",0,3,0,"good"
"10710",0,3,0,"good"
"10810",0,3,0,"good"
"10910",1,0,4,"good"
"11010",2,7,0,"good"
"11110",0,1,0,"good"
"11210",0,1,0,"good"
"11310",0,1,0,"good"
"11410",0,1,1,"good"
"11510",1.9,1,0,"good"
"11610",1.9,1,0,"good"
"11710",1.9,1,0,"good"
"11810",2,13,0,"medium"
"11910",2,10,0,"good"
"12010",2,10,0,"good"
"12110",1.9,1,1,"good"
"12210",2,14,0,"medium"
"12310",2,14,0,"medium"
"12410",2,14,0,"medium"
"12510",2,14,0,"medium"
"12610",2,14,0,"medium"
"12710",2,14,0,"medium"
"12810",2,14,0,"medium"
"12910",2,14,0,"medium"
"13010",2,14,0,"medium"
"13110",2,14,0,"medium"
"13210",2,14,0,"medium"
"13310",2,14,2,"medium"
"13410",1.5,4,0,"good"
"13510",1.5,13,0,"medium"
"13610",1.5,13,0,"medium"
"13710",1.5,4,0,"good"
"13810",1.5,13,0,"medium"
"13910",1.5,13,0,"medium"
"14010",1.5,13,0,"medium"
"14110",2,13,0,"medium"
"14210",1.5,13,0,"medium"
"14310",2,4,0,"good"
"14410",2,4,1,"good"
"14510",2,13,0,"medium"
"14610",2,13,0,"medium"
"14710",2,13,0,"medium"
"14810",2,13,0,"medium"
"14910",1.5,13,0,"medium"
"15010",1.5,13,0,"medium"
"15110",1.5,13,0,"medium"
"15210",1.5,13,0,"medium"
"15310",1.5,13,0,"medium"
"15410",1.5,13,0,"medium"
"15510",2,4,0,"good"
"15610",2,4,0,"good"
"15710",2,4,0,"good"
"15810",2,4,0,"good"
"15910",2,4,0,"good"
"16010",1.5,4,0,"good"
"16110",2,4,0,"good"
"16210",1.5,4,0,"good"
"16310",1.5,4,0,"good"
"16410",1.5,4,0,"good"
"16510",1.5,4,0,"good"
"16610",1.5,4,0,"good"
"16710",1.5,4,0,"good"
"16810",1,18,0,"medium"
"16910",1,18,0,"medium"
"17010",1,18,0,"medium"
"17110",2,7,0,"good"
"17210",1,1,0,"good"
"17310",1,1,0,"good"
"17410",1,1,0,"good"
"17510",1,1,3,"good"
"17610",2,10,0,"good"
"17710",2,10,0,"good"
"17810",2,10,0,"good"
"17910",2,49,1,"bad"
"18010",2,15,0,"medium"
"18110",2,15,0,"medium"
"18210",2,7,0,"good"
"18310",2,7,0,"good"
"18410",2,7,0,"good"
"18510",2,25,0,"medium"
"18610",1.9,8,0,"good"
"18710",1.9,8,0,"good"
"18810",1.9,8,0,"good"
"18910",1,14,0,"medium"
"19010",1,14,0,"medium"
"19110",2,15,0,"medium"
"19210",2,15,1,"medium"
"19310",2,24,0,"medium"
"19410",2,24,0,"medium"
"19510",2,18,0,"medium"
"19610",2,18,0,"medium"
"19710",2,18,0,"medium"
"19810",2,18,0,"medium"
"19910",2,4,0,"good"
"20010",2,10,0,"good"
"20110",2,10,0,"good"
"20210",2,7,0,"good"
"20310",2,7,0,"good"
"20410",2,7,0,"good"
"20510",8,23,0,"medium"
"20610",0,3,0,"good"
"20710",2,67,0,"bad"
"20810",0,1,0,"good"
"20910",0,1,0,"good"
"21010",0,1,0,"good"
"21110",0,1,0,"good"
"21210",0,1,0,"good"
"21310",0,1,0,"good"
"21410",0,1,0,"good"
"21510",0,1,0,"good"
"21610",0,1,0,"good"
"21710",0,1,0,"good"
"21810",0,1,0,"good"
"21910",0,1,0,"good"
"22010",2,7,0,"good"
"22110",2,7,0,"good"
"22210",2,7,0,"good"
"22310",2,7,0,"good"
"22410",2,7,0,"good"
"22510",1,18,0,"medium"
"22610",1,18,0,"medium"
"2277",1,18,0,"medium"
"2281",1,18,0,"medium"
"2291",1,18,0,"medium"
"2301",1,18,0,"medium"
"2311",2,15,0,"medium"
"2321",2,15,0,"medium"
"2331",2,15,0,"medium"
"2341",2,6,0,"good"
"2351",2,12,0,"good"
"2361",2,12,0,"good"
"2371",2,6,0,"good"
"2381",2,5,0,"good"
"2391",1,2,0,"good"
"2401",1,2,0,"good"
"2411",1,2,3,"good"
"2421",1,2,0,"good"
"2431",0,3,0,"good"
"2441",1,1,0,"good"
"2451",1,1,0,"good"
"2461",1,1,0,"good"
"2471",1,1,0,"good"
"2481",1,1,0,"good"
"2491",2,25,0,"medium"
"2501",2,25,0,"medium"
"2511",2,15,0,"medium"
"2521",2,15,0,"medium"
"2531",2,4,1,"good"
"2541",2,12,0,"good"
"2551",2,13,2,"medium"
"2561",2,6,1,"good"
"2571",0,3,0,"good"
"2581",1,18,0,"medium"
"2591",2,7,0,"good"
"2601",0.5,0,0,"good"
"2611",0.5,0,0,"good"
"2621",2,21,0,"medium"
"2631",1,0,0,"good"
"2641",1,14,0,"medium"
"2651",7,134,0,"bad"
"2661",0,134,0,"bad"
"2671",0,75,0,"bad"
"2681",0,75,0,"bad"
"2691",0,75,0,"bad"
"2701",0,70,0,"bad"
"2711",0,70,0,"bad"
"2721",0,75,0,"bad"
"2731",0,21,0,"medium"
"2741",0,21,0,"medium"
"2751",0,21,0,"medium"
"2761",0,21,0,"medium"
"2771",1,35,0,"medium"
"2781",1,35,0,"medium"
"2791",1,35,0,"medium"
"2801",2,19,1,"medium"
"2811",1,1,0,"good"
"2821",1,1,0,"good"
"2831",1,1,0,"good"
"2841",2,6,0,"good"
"2851",2,16,0,"medium"
"2861",2,16,0,"medium"
"2871",2,16,1,"medium"
"2881",2,20,0,"medium"
"2891",2,20,0,"medium"
"2901",2,20,0,"medium"
"2911",2,20,0,"medium"
"2921",2,20,0,"medium"
"2931",1,0,0,"good"
"2941",1,0,0,"good"
"2951",1,0,0,"good"
"2961",1,0,0,"good"
"2971",1,0,0,"good"
"2981",2,10,0,"good"
"2991",2,10,2,"good"
"3001",2,32,0,"medium"
"3011",2,32,0,"medium"
"3021",2,32,0,"medium"
"3031",2,38,0,"medium"
"3041",2,41,0,"bad"
"3051",2,14,0,"medium"
"3061",2,7,0,"good"
"3071",2,7,0,"good"
"3081",2,7,0,"good"
"3091",2,7,0,"good"
"3101",2,15,0,"medium"
"3111",2,15,0,"medium"
"3121",2,15,0,"medium"
"3131",2,25,0,"medium"
"3141",2,25,0,"medium"
"3151",2,25,0,"medium"
"3161",2,25,0,"medium"
"3171",2,7,0,"good"
"3181",2,7,0,"good"
"3191",2,7,0,"good"
"3201",2,10,0,"good"
"3211",0,1,0,"good"
"3221",1.9,3,0,"good"
"3231",1.9,3,0,"good"
"3241",1.9,3,0,"good"
"3251",2,5,0,"good"
"3261",2,4,0,"good"
"3271",2,4,0,"good"
"3281",2,6,0,"good"
"3291",2,6,0,"good"
"3301",2,19,0,"medium"
"3311",0.5,13,0,"medium"
"3321",0.5,13,0,"medium"
"3331",0.5,13,0,"medium"
"3341",0.5,13,0,"medium"
"3351",0.5,13,0,"medium"
"3361",0,21,0,"medium"
"3371",0,21,0,"medium"
"3381",2,3,0,"good"
"3391",2,18,0,"medium"
"3401",2,18,0,"medium"
"3411",2,19,0,"medium"
"3421",1,35,0,"medium"
"3431",1,35,0,"medium"
"3441",1,35,2,"medium"
"3451",1.9,3,1,"good"
"3461",2,5,0,"good"
"3471",2,7,0,"good"
"3481",2,0,0,"good"
"3491",0.5,27,0,"medium"
"3501",1.5,0,0,"good"
"3511",1.8,0,0,"good"
"3521",1.8,0,0,"good"
"3531",2,4,1,"good"
"3541",0,1,0,"good"
"3551",0.5,0,0,"good"
"3561",2,7,0,"good"
"3571",2,7,0,"good"
"3581",2,7,0,"good"
"3591",2,7,0,"good"
"3601",2,7,0,"good"
"3611",2,7,0,"good"
"3621",1,18,0,"medium"
"3631",1,1,0,"good"
"3641",1,1,0,"good"
"3651",1.8,0,0,"good"
"3661",0,21,0,"medium"
"3671",0,21,2,"medium"
"3681",1,1,0,"good"
"3691",1,1,0,"good"
"3701",1,1,0,"good"
"3711",1,1,0,"good"
"3721",1,1,0,"good"
"3731",1,1,0,"good"
"3741",2,6,1,"good"
"3751",2,15,0,"medium"
"3761",2,0,0,"good"
"3771",2,0,0,"good"
"3781",2,0,0,"good"
"3791",0,1,0,"good"
"3801",0,1,0,"good"
"3811",2,6,2,"good"
"3821",1.5,10,0,"good"
"3831",1.5,10,0,"good"
"3841",1.5,10,0,"good"
"3851",1,14,0,"medium"
"3861",1,14,0,"medium"
"3871",1,14,0,"medium"
"3881",2,19,0,"medium"
"3891",2,19,1,"medium"
"3901",2,6,0,"good"
"3911",2,25,0,"medium"
"3921",2,25,0,"medium"
"3931",2,25,0,"medium"
"3941",2,25,2,"medium"
"3951",2,6,0,"good"
"3961",2,6,0,"good"
"3971",2,6,1,"good"
"3981",1.9,1,0,"good"
"3991",1.9,1,0,"good"
"4001",1.9,1,0,"good"
"4011",2,19,0,"medium"
"4021",2,19,1,"medium"
"4031",1,0,0,"good"
"4041",1,0,0,"good"
"4051",1,0,0,"good"
"4061",1,0,0,"good"
"4071",1,0,0,"good"
"4081",2,41,0,"bad"
"4091",2,14,0,"medium"
"4101",0.5,0,0,"good"
"4111",1,18,0,"medium"
"4121",2,2,0,"good"
"4131",1,2,0,"good"
"4141",0,3,0,"good"
"4151",1,1,0,"good"
"4161",2,12,0,"good"
"4171",2,15,0,"medium"
"4181",1.5,0,0,"good"
"4191",1,0,0,"good"
"4201",1,0,0,"good"
"4211",1.5,1,0,"good"
"4221",1.5,1,0,"good"
"4231",1.5,1,0,"good"
"4241",2,25,0,"medium"
"4251",2,3,0,"good"
"4261",2,1,2,"good"
"4271",2,25,0,"medium"
"4281",2,25,0,"medium"
"4291",2,25,0,"medium"
"4301",0,46,0,"bad"
"4311",0,46,0,"bad"
"4321",0,46,0,"bad"
"4331",0,46,0,"bad"
"4341",0,46,0,"bad"
"4351",2,0,0,"good"
"4361",2,0,0,"good"
"4371",2,0,0,"good"
"4381",1.5,1,0,"good"
"4391",1.5,1,0,"good"
"4401",1.5,1,0,"good"
"4411",2,10,0,"good"
"4421",2,10,0,"good"
"4431",2,7,0,"good"
"4441",2,7,0,"good"
"4451",2,7,0,"good"
"4461",2,7,2,"good"
"4471",2,14,0,"medium"
"4481",2,1,0,"good"
"4491",2,1,0,"good"
"4501",2,7,0,"good"
"4511",2,7,0,"good"
"4521",1,0,0,"good"
"4531",1,0,0,"good"
"4541",1,0,0,"good"
"4551",1,0,0,"good"
"4561",2,7,0,"good"
"4571",2,7,0,"good"
"4581",2,7,0,"good"
"4591",2,7,0,"good"
"4601",2,7,0,"good"
"4611",2,7,0,"good"
"4621",2,25,0,"medium"
"4631",2,25,1,"medium"
"4641",1,0,0,"good"
"4651",1,0,0,"good"
"4661",2,19,0,"medium"
"4671",2,14,0,"medium"
"4681",2,14,0,"medium"
"4691",1,1,0,"good"
"4701",1,1,0,"good"
"4711",1,1,0,"good"
"4721",1,0,0,"good"
"4731",1,0,1,"good"
"4741",2,25,0,"medium"
"4751",1,0,0,"good"
"4761",1,0,0,"good"
"4771",1,0,0,"good"
"4781",1,0,0,"good"
"4791",2,25,0,"medium"
"4801",2,25,0,"medium"
"4811",2,25,0,"medium"
"4821",2,3,0,"good"
"4831",2,0,0,"good"
"4841",2,0,0,"good"
"4851",2,0,0,"good"
"4861",2,24,0,"medium"
"4871",2,24,0,"medium"
"4881",2,3,0,"good"
"4891",2,3,0,"good"
"4901",2,3,0,"good"
"4911",0.5,13,0,"medium"
"4921",0.5,13,0,"medium"
"4931",0.5,13,0,"medium"
"4941",0.5,13,0,"medium"
"4951",2,7,0,"good"
"4961",1,0,0,"good"
"4971",2,3,0,"good"
"4981",1,18,0,"medium"
"4991",1.5,1,0,"good"
"5001",1.5,1,0,"good"
"5011",1.5,1,0,"good"
"5021",1.5,1,0,"good"
"5031",1,0,0,"good"
"5041",1,0,0,"good"
"5051",1,0,0,"good"
"5061",0,0,0,"good"
"5071",1.9,8,0,"good"
"5081",0.5,0,0,"good"
"5091",0.5,0,0,"good"
"5101",0.5,0,0,"good"
"5111",2,0,0,"good"
"5121",1,1,0,"good"
"5131",1,11,0,"good"
"5141",1,0,0,"good"
"5151",1,0,0,"good"
"5161",1,0,0,"good"
"5171",0,5,0,"good"
"5181",0,5,0,"good"
"5191",0,5,0,"good"
"5201",1.5,8,0,"good"
"5211",1.5,8,0,"good"
"5221",1.5,8,0,"good"
"5231",1,0,0,"good"
"5241",2,14,0,"medium"
"5251",2,14,0,"medium"
"5261",2,49,0,"bad"
"5271",2,10,0,"good"
"5281",0,0,0,"good"
"5291",2,21,0,"medium"
"5301",0,1,0,"good"
"5311",0.5,0,0,"good"
"5321",0.5,0,1,"good"
"5331",0,34,0,"medium"
"5341",2,7,0,"good"
"5351",2,7,0,"good"
"5361",1,0,0,"good"
"5371",1.8,10,0,"good"
"5381",1,1,0,"good"
"5391",0.9,19,0,"medium"
"5401",0.9,19,0,"medium"
"5411",1,18,0,"medium"
"5421",1,18,0,"medium"
"5431",2,5,0,"good"
"5441",2,5,2,"good"
"5451",2,67,0,"bad"
"5461",2,0,0,"good"
"5471",2,0,0,"good"
"5481",1.5,10,0,"good"
"5491",1.5,10,1,"good"
"5501",1,1,0,"good"
"5511",1,1,0,"good"
"5521",1,1,0,"good"
"5531",0.5,0,0,"good"
"5541",2,0,0,"good"
"5551",0,0,0,"good"
"5561",0,1,0,"good"
"5571",0.5,0,0,"good"
"5581",0.5,0,0,"good"
"5591",0.5,0,0,"good"
"5601",1,0,0,"good"
"5611",1,0,0,"good"
"5621",1,0,0,"good"
"5631",1,0,2,"good"
"5641",0,5,0,"good"
"5651",1,14,0,"medium"
"5661",1,14,0,"medium"
"5671",2,1,0,"good"
"5681",1.5,1,3,"good"
"5691",0,5,0,"good"
"5701",0,3,0,"good"
"5711",2,21,0,"medium"
"5721",2,5,0,"good"
"5731",2,5,0,"good"
"5741",2,20,0,"medium"
"5751",0.5,13,0,"medium"
"5761",0.5,13,0,"medium"
"5771",2,4,0,"good"
"5781",1,2,0,"good"
"5791",0,0,0,"good"
"5801",0,1,0,"good"
"5811",0,1,0,"good"
"5821",0,1,0,"good"
"5831",0,1,0,"good"
"5841",0,1,0,"good"
"5851",0,1,0,"good"
"5861",0,1,0,"good"
"5871",0,1,0,"good"
"5881",0,1,0,"good"
"5891",0,1,0,"good"
"5901",0,1,0,"good"
"5911",1,18,0,"medium"
"5921",1,18,0,"medium"
"5931",1,18,0,"medium"
"5941",1,18,0,"medium"
"5951",0,1,0,"good"
"5961",0.5,0,0,"good"
"5971",1,18,0,"medium"
"5981",1,14,0,"medium"
"5991",1,14,0,"medium"
"6001",1,0,0,"good"
"6011",2,7,0,"good"
"6021",2,7,0,"good"
"6031",2,7,0,"good"
"6041",2,7,0,"good"
"6051",2,7,0,"good"
"6061",2,7,0,"good"
"6071",2,7,0,"good"
"6081",1.9,8,0,"good"
"6091",0,0,0,"good"
"6101",0,0,0,"good"
"6111",0,0,0,"good"
"6121",0,0,0,"good"
"6131",0,5,0,"good"
"6141",0,5,0,"good"
"6151",1,7,0,"good"
"6161",1,7,0,"good"
"6171",1.5,8,0,"good"
"6181",1.5,8,0,"good"
"6191",1.5,8,0,"good"
"6201",1.5,8,0,"good"
"6211",1.9,8,0,"good"
"6221",1.9,8,0,"good"
"6231",1.9,8,0,"good"
"6241",1.9,8,3,"good"
"6251",2,18,0,"medium"
"6261",2,0,0,"good"
"6271",2,0,0,"good"
"6281",1,0,0,"good"
"6291",1,0,2,"good"
"6301",1,1,0,"good"
"6311",1,1,0,"good"
"6321",1,1,0,"good"
"6331",1,1,0,"good"
"6341",1,1,0,"good"
"6351",2,69,0,"bad"
"6361",2,69,0,"bad"
"6371",2,69,0,"bad"
"6381",2,49,0,"bad"
"6391",2,47,0,"bad"
"6401",2,47,0,"bad"
"6411",2,47,1,"bad"
"6421",1,69,0,"bad"
"6431",2,69,0,"bad"
"6441",2,69,0,"bad"
"6451",1,40,0,"bad"
"6461",1,40,0,"bad"
"6471",1,40,0,"bad"
"6481",2,2,0,"good"
"6491",2,2,0,"good"
"6501",1,2,0,"good"
"6511",2,4,0,"good"
"6521",2,7,0,"good"
"6531",0,1,0,"good"
"6541",2,0,0,"good"
"6551",2,0,0,"good"
"6561",2,0,1,"good"
"6571",2,0,0,"good"
"6581",0.5,27,0,"medium"
"6591",0.5,27,0,"medium"
"6601",2,57,0,"bad"
"6611",0,1,0,"good"
"6621",0,1,0,"good"
"6631",0,1,0,"good"
"6641",0.5,0,0,"good"
"6651",0.5,0,0,"good"
"6661",2,67,0,"bad"
"6671",2,67,0,"bad"
"6681",2,18,0,"medium"
"6691",2,3,0,"good"
"6701",2,3,0,"good"
"6711",2,3,0,"good"
"6721",2,3,0,"good"
"6731",2,0,0,"good"
"6741",2,0,0,"good"
"6751",2,0,0,"good"
"6761",2,3,0,"good"
"6771",1,11,0,"good"
"6781",1.8,10,0,"good"
"6791",0.5,27,0,"medium"
"6801",1,14,0,"medium"
"6811",2,0,0,"good"
"6821",0.5,30,0,"medium"
"6831",0.5,30,0,"medium"
"6841",0.5,30,0,"medium"
"6851",0.5,30,1,"medium"
"6861",1,1,0,"good"
"6871",1,1,0,"good"
"6881",1,1,0,"good"
"6891",1,1,0,"good"
"6901",1,18,0,"medium"
"6911",1,18,0,"medium"
"6921",1,18,0,"medium"
"6931",1,18,0,"medium"
"6941",1,18,0,"medium"
"6951",1,69,0,"bad"
"6961",1,69,0,"bad"
"6971",1,69,0,"bad"
"6981",1,69,0,"bad"
"6991",1,69,0,"bad"
"7001",2,52,0,"bad"
"7011",2,52,1,"bad"
"7021",2,63,0,"bad"
"7031",2,21,0,"medium"
"7041",1,7,0,"good"
"7051",1,7,0,"good"
"7061",1.9,8,0,"good"
"7071",1.9,8,0,"good"
"7081",2,10,0,"good"
"7091",2,10,0,"good"
"7101",1,0,0,"good"
"7111",1,0,0,"good"
"7121",1,1,0,"good"
"7131",2,10,0,"good"
"7141",2,10,0,"good"
"7151",2,38,0,"medium"
"7161",2,0,0,"good"
"7171",2,0,0,"good"
"7181",2,0,0,"good"
"7191",2,0,0,"good"
"7201",2,0,0,"good"
"7211",2,0,0,"good"
"7221",1,7,0,"good"
"7231",2,12,0,"good"
"7241",2,12,0,"good"
"7251",2,12,0,"good"
"7261",2,49,0,"bad"
"7271",2,49,0,"bad"
"7281",1,7,0,"good"
"7291",2,0,0,"good"
"7301",1,2,0,"good"
"7311",1,2,0,"good"
"7321",1,2,0,"good"
"7331",2,0,0,"good"
"7341",2,0,1,"good"
"7351",1,21,0,"medium"
"7361",2,0,0,"good"
"7371",2,4,0,"good"
"7381",2,4,0,"good"
"7391",2,4,0,"good"
"7401",2,4,0,"good"
"7411",1.8,10,0,"good"
"7421",1.8,10,0,"good"
"7431",1.8,10,0,"good"
"7441",2,10,0,"good"
"7451",1,69,0,"bad"
"7461",1,69,0,"bad"
"7471",2,16,0,"medium"
"7481",1,69,0,"bad"
"7491",2,49,0,"bad"
"7501",2,49,0,"bad"
"7511",2,49,0,"bad"
"7521",2,49,0,"bad"
"7531",2,49,0,"bad"
"7541",2,49,0,"bad"
"7551",2,49,0,"bad"
"7561",2,3,0,"good"
"7571",2,3,0,"good"
"7581",2,67,0,"bad"
"7591",2,67,0,"bad"
"7601",0,1,0,"good"
"7611",0.5,0,0,"good"
"7621",2,24,0,"medium"
"7631",2,24,0,"medium"
"7641",8,23,0,"medium"
"7651",2,12,0,"good"
"7661",1.5,0,0,"good"
"7671",2,3,0,"good"
"7681",2,7,0,"good"
"7691",2,7,0,"good"
"7701",2,10,0,"good"
"7711",2,10,0,"good"
"7721",1,0,0,"good"
"7731",1,0,0,"good"
"7741",1,0,0,"good"
"7751",2,4,0,"good"
"7761",2,4,0,"good"
"7771",1,18,0,"medium"
"7781",1,18,0,"medium"
"7791",1,18,0,"medium"
"7801",1,18,0,"medium"
"7811",1,18,0,"medium"
"7821",2,2,0,"good"
"7831",1,0,0,"good"
"7841",1,0,0,"good"
"7851",1,0,0,"good"
"7861",0,3,0,"good"
"7871",0,0,0,"good"
"7881",2,20,0,"medium"
"7891",0,0,0,"good"
"7901",0.5,13,0,"medium"
"7911",0.5,13,0,"medium"
"7921",0.5,13,0,"medium"
"7931",0.5,13,0,"medium"
"7941",2,4,0,"good"
"7951",2,30,0,"medium"
"7961",2,30,0,"medium"
"7971",0,34,0,"medium"
"7981",0,34,0,"medium"
"7991",2,21,0,"medium"
"8001",1.8,0,0,"good"
"8011",1.8,0,0,"good"
"8021",1.9,2,0,"good"
"8031",1.9,2,1,"good"
"8041",2,0,0,"good"
"8051",0,0,0,"good"
"8061",0,0,0,"good"
"8071",1.8,0,1,"good"
"8081",0,70,0,"bad"
"8091",0,70,0,"bad"
"8101",0,70,0,"bad"
"8111",0,70,0,"bad"
"8121",0,70,0,"bad"
"8131",0,70,0,"bad"
"8141",0,70,0,"bad"
"8151",0,70,0,"bad"
"8161",0,70,0,"bad"
"8171",0,70,0,"bad"
"8181",0.5,27,0,"medium"
"8191",0.5,27,0,"medium"
"8201",0.5,27,0,"medium"
"8211",0,0,0,"good"
"8221",0,0,0,"good"
"8231",1.9,2,0,"good"
"8241",2,18,0,"medium"
"8251",2,18,0,"medium"
"8261",2,7,0,"good"
"8271",0,0,0,"good"
"8281",0,0,0,"good"
"8291",0,0,1,"good"
"8301",2,18,0,"medium"
"8311",2,18,0,"medium"
"8321",2,18,0,"medium"
"8331",2,18,0,"medium"
"8341",2,18,0,"medium"
"8351",2,7,0,"good"
"8361",2,7,0,"good"
"8371",2,7,0,"good"
"8381",2,7,0,"good"
"8391",2,7,0,"good"
"8401",2,3,0,"good"
"8411",0.5,30,1,"medium"
"8421",2,7,0,"good"
"8431",2,25,0,"medium"
"8441",1.9,8,0,"good"
"8451",1.9,8,0,"good"
"8461",2,7,0,"good"
"8471",2,7,0,"good"
"8481",2,7,0,"good"
"8491",0.5,0,0,"good"
"8501",1,18,0,"medium"
"8511",1,18,0,"medium"
"8521",1,18,0,"medium"
"8531",1,18,0,"medium"
"8541",1,18,0,"medium"
"8551",2,2,0,"good"
"8561",2,0,0,"good"
"8571",4,8,0,"good"
"8581",2,0,0,"good"
"8591",2,3,0,"good"
"8601",1,11,0,"good"
"8611",1,11,0,"good"
"8621",1,0,0,"good"
"8631",1.8,10,0,"good"
"8641",2,12,0,"good"
"8651",2,12,0,"good"
"8661",1,14,0,"medium"
"8671",1,14,0,"medium"
"8681",0.5,0,0,"good"
"8691",2,69,0,"bad"
"8701",1,69,0,"bad"
"8711",1,69,0,"bad"
"8721",2,67,0,"bad"
"8731",0,4,0,"good"
"8741",0,4,0,"good"
"8751",0,4,0,"good"
"8761",0,4,0,"good"
"8771",0.5,27,0,"medium"
"8781",2,15,0,"medium"
"8791",2,15,0,"medium"
"8801",2,15,0,"medium"
"8811",2,15,0,"medium"
